economy,year,GDP_per_capita,Life_expectancy,Healthcare_spending_per_capita,Infant_mortality_rate,Education_expenditure_pct_GDP,Population,income_group,region
GIN,2020.0,1053.66097696415,59.35,41.1027565,66.0,2.44806003570557,13371183.0,LMC,SSF
GIN,2021.0,1244.96550477914,59.373,44.10476303,64.6,2.04074820610586,13710513.0,LMC,SSF
GIN,2022.0,1416.59612011764,60.432,55.03785324,63.1,2.00722302981184,14055137.0,LMC,SSF
GMB,2020.0,720.335143352133,64.418,26.85589027,37.2,2.88734569797808,2515733.0,LIC,SSF
GMB,2021.0,781.890925169531,63.847,25.39263344,36.0,3.04477694635226,2576010.0,LIC,SSF
GMB,2022.0,836.244875582631,64.859,28.89956109,34.9,2.89168744551701,2636470.0,LIC,SSF
GNB,2020.0,836.26731423732,61.343,68.1931076,47.0,,2013255.0,LIC,SSF
GNB,2021.0,912.484104692847,61.653,68.37879181,45.7,,2058841.0,LIC,SSF
GNB,2022.0,873.437861875428,63.605,66.05480957,44.3,,2105529.0,LIC,SSF
GNQ,2020.0,5764.05502912947,62.141,230.32144165,54.3,,1716468.0,UMC,SSF
GNQ,2021.0,6945.63069794539,62.447,236.81486511,52.6,,1758786.0,UMC,SSF
GNQ,2022.0,7589.29964909381,63.355,190.09381104,50.9,,1803545.0,UMC,SSF
GRC,2020.0,17886.733165236,81.2878048780488,1674.78417969,3.4,,10698599.0,HIC,ECS
GRC,2021.0,20654.7001960815,80.0829268292683,1846.37304688,3.3,,10569207.0,HIC,ECS
GRC,2022.0,20971.8349258283,80.7878048780488,1768.11071777,3.3,3.37547993659973,10436882.0,HIC,ECS
GRD,2020.0,8968.55890108484,75.019,477.34429932,17.0,,116341.0,UMC,LCN
GRD,2021.0,9622.24050459345,74.522,514.32141113,17.0,4.09030334217367,116688.0,UMC,LCN
GRD,2022.0,10535.4588771454,75.151,521.23730469,16.9,4.03767284869161,116913.0,UMC,LCN
GRL,2020.0,54812.6661771023,71.8507317073171,,,,56367.0,HIC,ECS
GRL,2021.0,58135.9939910203,71.8139024390244,,,,56653.0,HIC,ECS
GRL,2022.0,55635.0006491223,71.5404878048781,,,,56661.0,HIC,ECS
GTM,2020.0,4477.61761796418,69.971,289.21640015,19.7,3.29485011100769,17357325.0,UMC,LCN
GTM,2021.0,4912.62225721201,67.858,341.14865112,19.0,3.091059923172,17598650.0,UMC,LCN
GTM,2022.0,5358.70127494396,71.206,396.07998657,18.4,3.20823001861572,17847877.0,UMC,LCN
GUM,2020.0,36482.9363953675,75.529,,,,162158.0,HIC,EAS
GUM,2021.0,38074.8793745801,75.434,,,,163730.0,HIC,EAS
GUM,2022.0,41833.1517132825,77.102,,,,165180.0,HIC,EAS
GUY,2020.0,6775.70939096303,67.751,367.11260986,26.2,,807481.0,HIC,LCN
GUY,2021.0,9860.87014834386,64.323,462.59054565,25.3,,815482.0,HIC,LCN
GUY,2022.0,17913.4928066879,69.888,531.62786865,24.6,,821637.0,HIC,LCN
HIC,2020.0,40219.1360185556,79.2043516940348,5450.799862454,4.3,4.87601995468139,1393490142.0,,
HIC,2021.0,45211.9410454249,78.8000564470189,5835.82024714229,4.2,4.79329490661621,1391839631.0,,
HIC,2022.0,46655.1648590412,79.4313242226593,5753.7741338438,4.2,4.65508985519409,1398530204.0,,
HKG,2020.0,46109.2299946609,85.4963414634146,,,4.40562009811401,7481000.0,HIC,EAS
HKG,2021.0,49770.5642374739,85.5326829268293,,,4.00030994415283,7413100.0,HIC,EAS
HKG,2022.0,48825.8441873536,83.6609756097561,,,3.72866010665894,7346100.0,HIC,EAS
HND,2020.0,2307.61494319511,70.864,212.7419281,14.6,6.09801328648889,10119640.0,LMC,LCN
HND,2021.0,2735.14751503977,69.492,253.63349915,14.1,5.88160201792279,10289877.0,LMC,LCN
HND,2022.0,3003.28996826399,72.715,251.04405212,13.7,4.48280030802056,10463872.0,LMC,LCN
HPC,2020.0,968.074022023344,63.0726319690016,47.7029776782202,44.9638438232595,3.40915991351725,847743308.0,,
HPC,2021.0,1049.99987506014,62.5313735700637,51.2303480133665,43.9350670309859,3.31281536274069,870930036.0,,
HPC,2022.0,1111.39185793698,63.8404458555462,51.3241280772343,44.0104847065421,3.0972642678305,893906294.0,,
HRV,2020.0,14808.4620188819,77.5243902439024,1094.53283691,4.0,4.40854978561401,3914206.0,HIC,ECS
HRV,2021.0,17789.9304736722,76.4243902439025,1384.11914063,3.9,4.0916600227356,3878981.0,HIC,ECS
HRV,2022.0,18466.0955472648,77.5756097560976,1344.19006348,3.9,,3855641.0,HIC,ECS
HTI,2020.0,1290.32538667383,63.773,44.4271965,43.8,1.11353641558643,11243848.0,LMC,LCN
HTI,2021.0,1835.44394078496,62.613,57.62987518,42.5,1.24275181117048,11374586.0,LMC,LCN
HTI,2022.0,1760.62635668777,63.948,52.29947662,41.5,1.02689812206798,11503606.0,LMC,LCN
HUN,2020.0,16386.9308821258,75.419512195122,1172.83972168,3.4,4.1535701751709,9670419.0,HIC,ECS
HUN,2021.0,19030.628130329,74.0658536585366,1381.62109375,3.3,4.68406009674072,9630932.0,HIC,ECS
HUN,2022.0,18483.6366867035,75.8682926829268,1224.43383789,3.2,3.81258988380432,9605074.0,HIC,ECS
IBD,2020.0,6236.68120499036,73.29542288776,356.960283737888,18.5928735549577,4.30487012863159,4878606096.0,,
IBD,2021.0,7366.1147382175,71.974522937271,409.104543332798,18.1460778280348,4.04323350069167,4905534420.0,,
IBD,2022.0,7745.39306575372,74.251561351988,420.536575924055,17.7571168549093,3.59897994995117,4928522353.0,,
IBT,2020.0,4932.64621363092,70.7491565630532,275.667858528253,30.768023101735,4.01641864383637,6666779721.0,,
IBT,2021.0,5764.25548879941,69.6682599282971,314.379068998903,30.3354112438244,3.76686919289078,6732972939.0,,
IBT,2022.0,6043.77728725502,71.6779222363782,321.184735186953,30.1389107010954,3.5056539313726,6795050443.0,,
IDA,2020.0,1374.49201596905,63.8022749850664,53.6585716317993,45.736384443873,3.37112868540092,1788173625.0,,
IDA,2021.0,1465.04691576142,63.4773799318061,59.8513918711876,44.6460203206208,3.15661438703005,1827438519.0,,
IDA,2022.0,1551.17381360191,64.8822902939527,60.7868829245695,44.1536280844604,3.06772823003204,1866528090.0,,
IDB,2020.0,1735.42504387769,60.8180066140619,62.2628083960124,53.9202572114668,3.71980683449924,626440308.0,,
IDB,2021.0,1857.19734593257,60.876535738179,73.2445945072014,52.4355453327047,3.14335470187693,639196319.0,,
IDB,2022.0,1962.52152270807,62.1288641416852,75.1130089785858,50.9914254908524,2.72738253259215,651895919.0,,
IDN,2020.0,3853.70288774146,68.817,131.8225708,18.6,1.01593221347809,274814866.0,UMC,EAS
IDN,2021.0,4287.17313995098,67.452,158.89761353,18.0,1.03221750658374,276758053.0,UMC,EAS
IDN,2022.0,4730.83484836107,70.925,127.44384766,17.5,0.863943349575907,278830529.0,UMC,EAS
IDX,2020.0,1179.86645615956,65.411479068422,49.0117571268561,41.3770079139356,3.29376565416048,1161733317.0,,
IDX,2021.0,1254.09572124934,64.8764634139942,52.6358820238065,40.5009461575421,3.15661438703005,1188242200.0,,
IDX,2022.0,1330.40253875948,66.3600605315493,53.0868089408523,40.5319767556079,3.08249624893127,1214632171.0,,
IMN,2020.0,79513.5330346598,80.591,,,,84064.0,HIC,ECS
IMN,2021.0,94299.969348965,80.42,,,,84106.0,HIC,ECS
IMN,2022.0,88328.548125887,80.956,,,,84132.0,HIC,ECS
IND,2020.0,1907.04251637669,70.156,63.83099747,28.2,4.29335021972656,1402617695.0,LMC,SAS
IND,2021.0,2239.61384367482,67.282,75.54971313,26.8,4.62949991226196,1414203896.0,LMC,SAS
IND,2022.0,2347.44829434623,71.698,79.51509857,25.6,4.09865814174589,1425423212.0,LMC,SAS
IRL,2020.0,86622.5067251295,82.4560975609756,6098.26660156,3.1,3.19163990020752,5039747.0,HIC,ECS
IRL,2021.0,103961.976350649,82.2536585365854,6764.25878906,3.2,2.904629945755,5110585.0,HIC,ECS
IRL,2022.0,105234.511567597,82.509756097561,6448.02197266,3.3,,5212836.0,HIC,ECS
IRN,2020.0,2988.78122414716,74.141,201.4589386,11.7,3.20495009422302,87723443.0,UMC,MEA
IRN,2021.0,4334.79268631354,73.752,233.74671936,11.4,,88455488.0,UMC,MEA
IRN,2022.0,4405.09291519791,76.799,237.82546997,11.0,2.6699800491333,89524246.0,UMC,MEA
IRQ,2020.0,4295.18945121228,69.651,248.04725647,22.9,,42116605.0,UMC,MEA
IRQ,2021.0,4868.49431080783,70.704,251.59538269,22.2,,43071211.0,UMC,MEA
IRQ,2022.0,6520.73154560584,72.037,254.62432861,21.5,,44070551.0,UMC,MEA
ISL,2020.0,59023.5663465778,83.0634146341463,5692.89111328,2.0,8.58382987976074,366463.0,HIC,ECS
ISL,2021.0,69178.4046960961,83.1658536585366,6722.421875,2.0,8.20907974243164,372520.0,HIC,ECS
ISL,2022.0,75121.0152280628,82.119512195122,6851.62939453,2.0,7.28923988342285,382003.0,HIC,ECS
ISR,2020.0,44575.5719045492,82.6487804878049,3616.50219727,2.8,6.50303983688354,9215100.0,HIC,MEA
ISR,2021.0,52270.9040241956,82.5,4190.61328125,2.8,6.16908979415894,9371400.0,HIC,MEA
ISR,2022.0,54949.621556429,82.7,4223.87255859,2.7,5.93496990203857,9557500.0,HIC,MEA
ITA,2020.0,32091.4866621366,82.1951219512195,3062.09838867,2.5,4.41802978515625,59438851.0,HIC,ECS
ITA,2021.0,36852.5425414951,82.6463414634146,3399.85766602,2.5,4.17118978500366,59133173.0,HIC,ECS
ITA,2022.0,35653.9042103495,82.7,3134.68066406,2.4,4.0698299407959,59013667.0,HIC,ECS
JAM,2020.0,4879.44025773374,71.452,323.30215454,18.0,5.38065828197341,2830739.0,UMC,LCN
JAM,2021.0,5165.33782130331,69.085,371.14056396,18.1,5.63123989105225,2837682.0,UMC,LCN
JAM,2022.0,6022.15339791763,71.481,468.34671021,18.3,5.35435009002685,2839144.0,UMC,LCN
JOR,2020.0,4022.0401356135,75.583,286.19711304,13.3,3.55303483980158,10865228.0,LMC,MEA
JOR,2021.0,4183.49998326866,74.204,301.28631592,12.9,3.13837003707886,11066356.0,LMC,MEA
JOR,2022.0,4332.25159897931,77.088,295.13876343,12.6,3.15300011634827,11256263.0,LMC,MEA
JPN,2020.0,40028.7341726762,84.56,4486.63671875,1.8,3.30628991127014,126261000.0,HIC,EAS
JPN,2021.0,40094.5599795288,84.4456097560976,4482.61816406,1.8,3.33563995361328,125681593.0,HIC,EAS
JPN,2022.0,34065.6438962526,83.9963414634146,3889.35717773,1.8,,125124989.0,HIC,EAS
KAZ,2020.0,8781.50797787648,71.195,329.57086182,8.0,4.44620380169618,19482117.0,UMC,ECS
KAZ,2021.0,9983.60103576902,70.131,391.81536865,7.9,4.38569397571466,19743603.0,UMC,ECS
KAZ,2022.0,11255.3396437881,73.503,420.97982788,7.7,4.36185360851405,20034609.0,UMC,ECS
KEN,2020.0,1927.66459027849,61.596,86.59217834,36.9,5.04574892454155,52217334.0,LMC,SSF
KEN,2021.0,2061.35622089594,61.225,94.1061554,36.4,4.89040202257195,53219166.0,LMC,SSF
KEN,2022.0,2109.56288513137,63.549,90.43982697,35.8,4.51101801829815,54252461.0,LMC,SSF
KGZ,2020.0,1229.51766602907,71.8,61.40720367,15.6,5.7331600189209,6726596.0,LMC,ECS
KGZ,2021.0,1349.99730650542,71.9,72.58777618,15.3,5.16667985916138,6851224.0,LMC,ECS
KGZ,2022.0,1739.72018344174,72.0487804878049,85.87857056,15.1,7.16884382244099,6975220.0,LMC,ECS
KHM,2020.0,2081.73914242939,70.059,110.01118469,22.6,2.2476462495972,16725474.0,LMC,EAS
KHM,2021.0,2167.40324198499,69.301,119.6354599,21.9,1.96232691812756,16974305.0,LMC,EAS
KHM,2022.0,2325.03050040841,70.528,109.52975464,21.1,1.95793279576416,17201724.0,LMC,EAS
KIR,2020.0,1751.7823197053,65.205,239.24353027,41.9,16.2303756141975,126099.0,LMC,EAS
KIR,2021.0,2222.04829512346,64.148,262.54107666,41.3,13.9871516883117,128377.0,LMC,EAS
KIR,2022.0,2069.76720110559,66.269,217.68276978,40.6,14.7860312820513,130469.0,LMC,EAS
KNA,2020.0,18859.0190361046,71.181,1067.96020508,15.5,3.10568635584663,46870.0,HIC,LCN
KNA,2021.0,18361.1449697886,69.271,1134.47509766,15.1,2.78379011154175,46763.0,HIC,LCN
KNA,2022.0,20985.0112160159,70.313,1160.26428223,14.7,3.5579615526858,46709.0,HIC,LCN
KOR,2020.0,31721.2989141857,83.4268292682927,2649.33422852,2.5,4.8017201423645,51836239.0,HIC,EAS
KOR,2021.0,35125.5224984723,83.5268292682927,3141.52246094,2.4,4.86627006530762,51769539.0,HIC,EAS
KOR,2022.0,32394.6833725203,82.6804878048781,3049.67163086,2.4,5.81446981430054,51672569.0,HIC,EAS
KWT,2020.0,25236.0755520534,78.7609756097561,1523.4276123,7.7,6.24513034913966,4400267.0,HIC,MEA
KWT,2021.0,34018.6342879647,78.7365853658537,1788.77563477,7.6,7.76246706467929,4360865.0,HIC,MEA
KWT,2022.0,39981.7690981957,80.5878048780488,1700.31958008,7.6,6.58236499988891,4589643.0,HIC,MEA
LAC,2020.0,6892.38171560913,72.8759217271338,571.985613940258,14.2127372030552,4.54901954970835,578091505.0,,
LAC,2021.0,7955.36133413771,71.4377016432982,641.776602029562,13.9215782793868,4.08717467298944,581884231.0,,
LAC,2022.0,9093.65274220086,74.4897262626476,701.744481766224,13.6510686282049,3.83315992355347,585648822.0,,
LAO,2020.0,2583.77730696131,68.339,51.96581268,39.0,1.91597273223857,7346533.0,LMC,EAS
LAO,2021.0,2526.05105018529,67.807,68.61697388,37.7,1.85949176876536,7453194.0,LMC,EAS
LAO,2022.0,2046.40440255621,68.715,41.34779739,36.4,1.46083440434069,7559007.0,LMC,EAS
LBN,2020.0,5561.19166950397,76.299,518.296875,13.5,2.4354185601396,5702398.0,LMC,MEA
LBN,2021.0,4045.37391066234,73.65,311.84085083,14.3,,5718122.0,LMC,MEA
LBN,2022.0,3654.35845534878,78.003,392.38327026,15.1,1.33151427628711,5744489.0,LMC,MEA
LBR,2020.0,616.787867006715,61.267,76.11009979,56.8,2.13601415111746,5149463.0,LIC,SSF
LBR,2021.0,667.96610514319,61.166,92.3295517,55.4,2.4235999584198,5259323.0,LIC,SSF
LBR,2022.0,744.617175237387,61.934,99.65045929,53.9,2.2760960068702,5373294.0,LIC,SSF
LBY,2020.0,6650.33810585348,72.388,472.62240601,9.0,,7045399.0,UMC,MEA
LBY,2021.0,4935.82787349801,72.062,306.70458984,8.7,,7135175.0,UMC,MEA
LBY,2022.0,5986.63694851258,74.462,278.3821106,8.4,,7223805.0,UMC,MEA
LCA,2020.0,8411.07474936367,72.308,577.55700684,14.8,3.61517000198364,178250.0,UMC,LCN
LCA,2021.0,10459.1321248092,69.119,588.36962891,14.6,5.86197746335882,178522.0,UMC,LCN
LCA,2022.0,13103.8243147472,72.67,644.80279541,14.4,4.64235019683838,178781.0,UMC,LCN
LCN,2020.0,7445.29645309345,73.188934023043,589.402562006271,14.3,4.53030931019986,645497651.0,,
LCN,2021.0,8597.53194021339,71.8141668022872,664.397846304484,14.1,4.08717467298944,649234493.0,,
LCN,2022.0,9716.03266743823,74.647198943632,721.890892765768,13.8,3.84722961564427,653104795.0,,
LDC,2020.0,1088.70490856513,64.8323585417323,42.7885098134034,42.8731198848264,3.06497843916225,1083636132.0,,
LDC,2021.0,1161.529354921,64.267342334044,46.3073459120771,41.9477612359959,3.07085166362803,1109175268.0,,
LDC,2022.0,1273.78979194705,65.7631857632163,48.1820821472757,41.9506230406724,2.89168744551701,1134585604.0,,
LIC,2020.0,607.964753680008,62.8180995019214,35.8537567712416,46.3,3.29376565416048,560643073.0,,
LIC,2021.0,643.369305022958,62.3799887227483,37.1837335976873,45.3,3.5099168512537,576076618.0,,
LIC,2022.0,723.504638939919,63.4583102800447,39.0162139523007,45.8,2.97970783777452,591481496.0,,
LIE,2020.0,164671.093553454,81.6585365853659,,,,38901.0,HIC,ECS
LIE,2021.0,201944.830335076,84.4024390243902,,,,39182.0,HIC,ECS
LIE,2022.0,186821.881757157,84.1219512195122,,,,39493.0,HIC,ECS
LKA,2020.0,3847.60137695639,76.928,152.001297,6.0,1.55792392223723,21919000.0,LMC,SAS
LKA,2021.0,3996.96240014909,76.278,157.13322449,5.8,1.50650579603928,22156000.0,LMC,SAS
LKA,2022.0,3342.63650253855,77.3,145.55810547,5.5,1.20397218661186,22181000.0,LMC,SAS
LMC,2020.0,2058.43459982702,68.040356336938,78.8509621700048,35.6,3.65287360437751,2968398856.0,,
LMC,2021.0,2302.44736874388,66.3662902978306,91.4770554315131,34.6,3.31281536274069,3006243027.0,,
LMC,2022.0,2424.15054696003,69.3010946755529,93.5033058915742,33.5,3.19562257696233,3043358377.0,,
LMY,2020.0,4698.5175297673,70.7486800091755,257.645391488349,30.9592983669989,3.91176009178162,6314223170.0,,
LMY,2021.0,5485.92472057214,69.6717843895896,293.138612264202,30.5311414233056,3.64776992797852,6378645843.0,,
LMY,2022.0,5702.28344160279,71.6852818823469,296.000672126349,30.3477935620875,3.44776888059898,6438272260.0,,
LSO,2020.0,918.582577421982,55.133,97.32032776,61.2,,2235727.0,LMC,SSF
LSO,2021.0,1066.58643600093,54.209,116.60222626,59.8,,2261542.0,LMC,SSF
LSO,2022.0,1030.12579628833,56.812,133.70170593,57.6,,2286110.0,LMC,SSF
LTE,2020.0,9869.54019951006,76.6937147799405,600.269934429487,8.01259746974431,4.44620380169618,2316461820.0,,
LTE,2021.0,11755.4245358535,76.306088329774,684.819182663501,7.84904402519256,4.4231769782443,2320449542.0,,
LTE,2022.0,12280.1075352976,76.9545802485126,705.005304890289,7.74327168139762,4.31372976303101,2324125644.0,,
LTU,2020.0,20428.6478157394,75.0292682926829,1520.39221191,3.1,4.47348022460938,2810369.0,HIC,ECS
LTU,2021.0,23870.4594851722,74.0365853658537,1854.28051758,3.0,4.23977994918823,2808380.0,HIC,ECS
LTU,2022.0,25085.784063499,75.6439024390244,1829.66320801,2.9,4.25285005569458,2831639.0,HIC,ECS
LUX,2020.0,116860.02817236,82.1439024390244,6785.86230469,2.1,3.85349988937378,630419.0,HIC,ECS
LUX,2021.0,134965.815442152,82.5975609756098,7632.57275391,2.1,3.71989011764526,640064.0,HIC,ECS
LUX,2022.0,123719.658915996,82.9463414634147,7022.62695313,2.0,3.70599007606506,653103.0,HIC,ECS
LVA,2020.0,17564.2321549354,75.1853658536585,1313.35412598,3.2,4.99749994277954,1900449.0,HIC,ECS
LVA,2021.0,20261.8887788916,72.9804878048781,1897.95275879,2.9,4.76752996444702,1884490.0,HIC,ECS
LVA,2022.0,20227.2307431581,74.2780487804878,1642.47131348,2.7,4.31920003890991,1879383.0,HIC,ECS
MAC,2020.0,36976.2561071429,84.1292682926829,,,6.38948011398315,685400.0,HIC,EAS
MAC,2021.0,45376.314586156,83.7292682926829,,,5.10697984695435,682500.0,HIC,EAS
MAC,2022.0,36909.9564090312,83.0804878048781,,,6.05706977844238,677300.0,HIC,EAS
MAF,2020.0,,80.085,,,,31786.0,HIC,LCN
MAF,2021.0,21668.3740927942,80.206,,,,29961.0,HIC,LCN
MAF,2022.0,,80.236,,,,28870.0,HIC,LCN
MAR,2020.0,3268.0302734375,73.133,185.45245361,17.3,6.28428263644307,36584208.0,LMC,MEA
MAR,2021.0,3785.93627929688,73.385,211.94190979,16.6,5.64273401285138,36954442.0,LMC,MEA
MAR,2022.0,3455.39624023438,75.161,199.21412659,16.0,5.91224674061277,37329064.0,LMC,MEA
MCO,2020.0,176891.886538492,86.089,7579.64404297,2.5,,38050.0,HIC,ECS
MCO,2021.0,223823.363960226,85.113,8222.6640625,2.4,1.41926002502441,38527.0,HIC,ECS
MCO,2022.0,226052.001905201,85.746,7655.94042969,2.3,1.17105996608734,38931.0,HIC,ECS
MDA,2020.0,4375.7788930524,69.914,306.64892578,13.7,6.6012601852417,2635130.0,UMC,ECS
MDA,2021.0,5274.60582195352,68.991,410.12298584,13.6,5.82405996322632,2595809.0,UMC,ECS
MDA,2022.0,5744.29618434435,71.546,398.14910889,13.6,6.11053991317749,2528654.0,UMC,ECS
MDG,2020.0,450.771615201509,62.706,16.78295326,44.7,3.25443385103636,28953556.0,LIC,SSF
MDG,2021.0,483.469463351371,62.516,17.17938805,44.9,3.19807542117225,29691083.0,LIC,SSF
MDG,2022.0,503.514533472879,63.068,16.32154655,44.7,3.06772823003204,30437261.0,LIC,SSF
MDV,2020.0,7393.8886543933,78.713,845.82440186,6.0,5.84760793108804,502118.0,UMC,SAS
MDV,2021.0,10176.143882547,78.052,1057.34313965,5.6,4.61379747500137,516154.0,UMC,SAS
MDV,2022.0,11786.0091545343,80.76,1150.68554688,5.3,4.67344315449896,524106.0,UMC,SAS
MEA,2020.0,4707.81986084887,69.9110789555644,278.42562032687,19.0,3.98417997360229,756405281.0,,
MEA,2021.0,5575.27298626728,69.7113193479505,296.666557181515,18.6,,767578451.0,,
MEA,2022.0,6383.39839256713,71.6918319737772,293.104275438891,18.1,4.30123996734619,782349366.0,,
MEX,2020.0,8841.2707511328,70.449,535.11669922,11.8,4.49967002868652,126799054.0,UMC,LCN
MEX,2021.0,10314.0506725979,69.75,606.13415527,11.5,4.23823022842407,127648148.0,UMC,LCN
MEX,2022.0,11402.1410374782,73.973,650.97070313,11.1,4.0658597946167,128613117.0,UMC,LCN
MHL,2020.0,5661.96787336674,65.387,687.02435303,25.8,13.8350374540234,42706.0,UMC,EAS
MHL,2021.0,6258.61193705127,65.421,782.16351318,25.0,15.1824411727819,41367.0,UMC,EAS
MHL,2022.0,6322.82855503156,66.725,758.44873047,24.3,7.70088005065918,40077.0,UMC,EAS
MIC,2020.0,5096.7359040376,71.5214553857761,278.256215145423,27.5158032031332,3.94374100561712,5753580097.0,,
MIC,2021.0,5966.0001578766,70.3957107787488,317.446646247624,27.0537464985015,3.64776992797852,5802569225.0,,
MIC,2022.0,6205.5459977675,72.5175506717212,321.071896340452,26.5608532035754,3.5056539313726,5846790764.0,,
MKD,2020.0,6659.59651070776,74.3951219512195,510.81011963,5.2,,1856124.0,UMC,ECS
MKD,2021.0,7620.80296977508,73.2463414634146,636.65447998,4.4,,1837114.0,UMC,ECS
MKD,2022.0,7606.2375253797,74.4248780487805,561.69281006,3.6,,1831712.0,UMC,ECS
MLI,2020.0,953.242943290974,58.858,28.20211601,62.1,3.95445990562439,21713836.0,LIC,SSF
MLI,2021.0,1027.27345365357,59.116,30.61906815,60.5,4.36370992660522,22388630.0,LIC,SSF
MLI,2022.0,969.72220560562,60.035,29.74292755,59.0,4.04512227529275,23072640.0,LIC,SSF
MLT,2020.0,31833.596382464,82.0975609756098,3135.40527344,5.2,,515490.0,HIC,MEA
MLT,2021.0,38065.354346575,82.2585365853659,3641.61938477,5.1,4.93089008331299,518150.0,HIC,MEA
MLT,2022.0,36224.2819955817,82.4487804878049,3352.77490234,5.0,4.71973991394043,531113.0,HIC,MEA
MMR,2020.0,1490.21683548367,66.612,66.02284241,37.6,,53016522.0,LMC,EAS
MMR,2021.0,1242.72134419599,65.553,71.14800262,36.4,,53387102.0,LMC,EAS
MMR,2022.0,1158.05005034332,66.506,57.96875763,35.2,,53756787.0,LMC,EAS
MNA,2020.0,2381.42542469934,69.0506342866219,127.087885839305,36.9738972040549,,692532027.0,,
MNA,2021.0,2719.53126773593,68.9280214782653,136.306827022982,36.111580347842,,704458802.0,,
MNA,2022.0,2975.95566292741,71.0055315443397,132.581917579374,35.1385328983309,,716508657.0,,
MNE,2020.0,7612.62845881291,75.9317073170732,896.24884033,2.5,,626590.0,UMC,ECS
MNE,2021.0,9377.48879714989,73.8243902439024,1024.2565918,2.3,,625053.0,UMC,ECS
MNE,2022.0,9990.20444616996,76.1878048780488,1107.06445313,2.2,,623591.0,UMC,ECS
MNG,2020.0,4001.25193077703,71.3490243902439,188.77464294,12.2,,3327204.0,UMC,EAS
MNG,2021.0,4517.61578018785,71.6451219512195,330.03753662,11.8,,3383741.0,UMC,EAS
MNG,2022.0,4993.51487463495,71.9007317073171,448.24212646,11.6,,3433748.0,UMC,EAS
MNP,2020.0,18220.8382427201,78.03,,,,47528.0,HIC,EAS
MNP,2021.0,19455.50139424,78.16,,,,46979.0,HIC,EAS
MNP,2022.0,23785.754590043,78.531,,,,46078.0,HIC,EAS
MOZ,2020.0,462.433876479921,61.39,34.87546539,49.1,6.17059556957808,30783688.0,LIC,SSF
MOZ,2021.0,509.907829475551,60.268,45.22790909,47.7,6.34063583505687,31707800.0,LIC,SSF
MOZ,2022.0,578.251663751351,63.011,49.4729538,46.5,5.97607342054314,32656246.0,LIC,SSF
MRT,2020.0,1795.76459566714,66.794,53.89974594,33.8,1.802649974823,4600131.0,LMC,SSF
MRT,2021.0,1947.78918383313,66.762,73.6309433,32.9,1.891970038414,4734874.0,LMC,SSF
MRT,2022.0,1960.35240077424,68.281,90.41540527,32.0,1.38966000080109,4875637.0,LMC,SSF
MUS,2020.0,9011.04288445023,74.1770731707317,541.95184326,14.1,4.35243988037109,1266014.0,UMC,SSF
MUS,2021.0,9068.97300226707,73.680243902439,593.77947998,14.0,4.67151021957397,1266334.0,UMC,SSF
MUS,2022.0,10223.7882316574,73.5146341463415,590.93572998,13.8,4.84085988998413,1262523.0,UMC,SSF
MWI,2020.0,602.507478176106,65.216,43.22896194,32.3,,19533888.0,LIC,SSF
MWI,2021.0,617.447520802454,64.782,47.58463669,31.4,,20047258.0,LIC,SSF
MWI,2022.0,604.269751184515,66.037,39.65991211,30.5,2.74888371105811,20568728.0,LIC,SSF
MYS,2020.0,9957.52626697613,76.057,406.52005005,6.7,3.91176009178162,33889558.0,UMC,EAS
MYS,2021.0,10903.1116425938,73.917,476.94366455,6.7,4.26109393398867,34282399.0,UMC,EAS
MYS,2022.0,11748.0919307944,75.444,458.21963501,6.7,3.49933781956284,34695493.0,UMC,EAS
NAC,2020.0,62262.642409838,77.4498099795241,11053.004803704,5.4,5.14163494110107,369670740.0,,
NAC,2021.0,69412.9137512303,76.8657678890549,11429.5591405352,5.4,5.08449006080627,370404272.0,,
NAC,2022.0,75613.4507146586,77.8327679594239,11789.3100248525,5.4,4.88021993637085,373018004.0,,
NAM,2020.0,3878.58982993966,64.071,344.69924927,43.1,9.27799879073429,2728762.0,LMC,SSF
NAM,2021.0,4412.8355693052,60.85,413.51190186,41.6,10.3914477380895,2810548.0,LMC,SSF
NAM,2022.0,4349.79908493314,64.19,405.59393311,39.7,9.3919470845238,2889662.0,LMC,SSF
NCL,2020.0,33270.330597637,77.049,,,,284176.0,HIC,EAS
NCL,2021.0,35311.5543551452,77.113,,,,285214.0,HIC,EAS
NCL,2022.0,33516.363085906,77.698,,,,287123.0,HIC,EAS
NER,2020.0,579.512495758236,59.89,35.75509644,69.4,3.81906792754322,23717613.0,LIC,SSF
NER,2021.0,608.722439593808,59.542,35.39406204,69.0,3.82175828133515,24502140.0,LIC,SSF
NER,2022.0,609.745147661683,60.398,26.50681686,68.3,3.71231832079626,25311973.0,LIC,SSF
NGA,2020.0,2019.65706326224,53.072,67.91384888,64.7,0.35963763718498,213996181.0,LMC,SSF
NGA,2021.0,2017.27486481527,53.455,81.87322235,63.2,0.381919104397325,218529286.0,LMC,SSF
NGA,2022.0,2139.37478476974,54.079,90.92185211,61.6,0.348516707890877,223150896.0,LMC,SSF
NIC,2020.0,1938.44704754382,70.766,165.88038635,11.6,4.58034059162685,6565267.0,LMC,LCN
NIC,2021.0,2138.38588469449,70.478,204.21273804,11.1,4.08717467298944,6644741.0,LMC,LCN
